SeedId,SynthId,UtteranceIndex,Utterance,Role,Type,SythesizedBy,SynthesisTime,Category
NA,b4f80837-fdeb-49d2-9008-6e0b719c1e12,1,"Call Budget API with {""product-name"" = ""Beverages"", ""quarter"" = ""next-6-months"", ""location-name"" = ""Zone 20""} and Call Forecast API with {""product-name"" = ""Beverages"", ""quarter"" = ""next-6-months"", ""location-name"" = ""Zone 20""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,e11056ab-9654-4de9-8bc6-9ed002de19c4,0,How are we performing in terms of meeting the budget targets for Bakery products in the current quarter?,User,query,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,e11056ab-9654-4de9-8bc6-9ed002de19c4,1,"Call Budget API with {""product-name"" = ""Bakery products"", ""quarter"" = ""current"", ""location-name"" = ""all""} and Call Forecast API with {""product-name"" = ""Bakery products"", ""quarter"" = ""current"", ""location-name"" = ""all""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,f82c0579-f181-496b-862f-7048af9f6df7,0,What are the financial goals for Meat and Poultry for the upcoming year?,User,query,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,f82c0579-f181-496b-862f-7048af9f6df7,1,"Call Budget API with {""product-name"" = ""Meat and Poultry"", ""quarter"" = ""upcoming-year"", ""location-name"" = ""all""} and Call Forecast API with {""product-name"" = ""Meat and Poultry"", ""quarter"" = ""upcoming-year"", ""location-name"" = ""all""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,351480a9-5f56-4956-a2ba-991739c612fe,0,Can you provide me with the budget projections for Produce in Zone 450 for the next quarter?,User,query,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,351480a9-5f56-4956-a2ba-991739c612fe,1,"Call Budget API with {""product-name"" = ""Produce"", ""quarter"" = ""next"", ""location-name"" = ""Zone 450""} and Call Forecast API with {""product-name"" = ""Produce"", ""quarter"" = ""next"", ""location-name"" = ""Zone 450""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,0960506d-dfbf-4a0c-939f-f7ddd528826f,0,What is the expected revenue for Seafood in the current quarter across all locations?,User,query,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,0960506d-dfbf-4a0c-939f-f7ddd528826f,1,"Call Budget API with {""product-name"" = ""Seafood"", ""quarter"" = ""current"", ""location-name"" = ""all""} and Call Forecast API with {""product-name"" = ""Seafood"", ""quarter"" = ""current"", ""location-name"" = ""all""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,c4b97db7-1ec7-486d-8dff-ad8ef36ab712,0,What are the sales targets for Canned Goods for the next six months in Zone 710?,User,query,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,c4b97db7-1ec7-486d-8dff-ad8ef36ab712,1,"Call Budget API with {""product-name"" = ""Canned Goods"", ""quarter"" = ""next-6-months"", ""location-name"" = ""Zone 710""} and Call Forecast API with {""product-name"" = ""Canned Goods"", ""quarter"" = ""next-6-months"", ""location-name"" = ""Zone 710""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,ca6d9b62-d128-4913-95c6-37328f5e623c,0,How are we tracking against the budget goals for Deli products for the first half of the year?,User,query,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,ca6d9b62-d128-4913-95c6-37328f5e623c,1,"Call Budget API with {""product-name"" = ""Deli products"", ""quarter"" = ""first-half"", ""location-name"" = ""all""} and Call Forecast API with {""product-name"" = ""Deli products"", ""quarter"" = ""first-half"", ""location-name"" = ""all""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,692f0da1-5f86-4d29-bd15-20eba1e893f0,0,Can you give me an update on the revenue projections for Dairy in Zone 880 for the next three months?,User,query,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,692f0da1-5f86-4d29-bd15-20eba1e893f0,1,"Call Budget API with {""product-name"" = ""Dairy"", ""quarter"" = ""next-3-months"", ""location-name"" = ""Zone 880""} and Call Forecast API with {""product-name"" = ""Dairy"", ""quarter"" = ""next-3-months"", ""location-name"" = ""Zone 880""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Budget/Forecast
NA,340c8ea9-d750-4c18-ad9e-02fdcabf00bc,0,What are the Secondary KVIs for Health and Wellness in Zone 15?,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,340c8ea9-d750-4c18-ad9e-02fdcabf00bc,1,"Call KVI API with {""product-name"" = ""Health and Wellness"", ""location-name"" = ""Zone 15"", type = ""Secondary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,b24e28a3-cb1a-4c64-b23e-4b2e920cd02f,0,Can you provide me with a list of the Top KVIs for Personal Care in Zone 35?,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,b24e28a3-cb1a-4c64-b23e-4b2e920cd02f,1,"Call KVI API with {""product-name"" = ""Personal Care"", ""location-name"" = ""Zone 35"", type = ""Primary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,6f6b0bc5-e9a7-4fc3-8062-ef28819f9a96,0,Give me the Primary KVIs for Baby Products in Zone 20.,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,6f6b0bc5-e9a7-4fc3-8062-ef28819f9a96,1,"Call KVI API with {""product-name"" = ""Baby Products"", ""location-name"" = ""Zone 20"", type = ""Primary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,d0889645-a36f-43b4-bf0f-cfe48767dded,0,What are the Top KVIs for Household Supplies in Zone 85?,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,d0889645-a36f-43b4-bf0f-cfe48767dded,1,"Call KVI API with {""product-name"" = ""Household Supplies"", ""location-name"" = ""Zone 85"", type = ""Primary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,2b5a695e-3c5c-4ce2-83a5-ccbf4186dbfe,0,Can you give me a list of Secondary KVIs for Pet Care in Zone 710?,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,2b5a695e-3c5c-4ce2-83a5-ccbf4186dbfe,1,"Call KVI API with {""product-name"" = ""Pet Care"", ""location-name"" = ""Zone 710"", type = ""Secondary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,ec8c7a4d-c5d5-4abb-937d-107ae11dace3,0,What are the Primary KVIs for Beauty and Cosmetics in Zone 450?,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,ec8c7a4d-c5d5-4abb-937d-107ae11dace3,1,"Call KVI API with {""product-name"" = ""Beauty and Cosmetics"", ""location-name"" = ""Zone 450"", type = ""Primary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,91f549f1-63f6-4473-bb12-bbeba09db0c7,0,Provide me with the Top KVIs for Toys and Games in Zone 880.,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,91f549f1-63f6-4473-bb12-bbeba09db0c7,1,"Call KVI API with {""product-name"" = ""Toys and Games"", ""location-name"" = ""Zone 880"", type = ""Primary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,9834a903-96e4-48cc-999b-25cea2d9a236,0,What are the Secondary KVIs for Office Supplies in Zone 690?,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,9834a903-96e4-48cc-999b-25cea2d9a236,1,"Call KVI API with {""product-name"" = ""Office Supplies"", ""location-name"" = ""Zone 690"", type = ""Secondary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,19e04e7b-0b59-4985-940f-1375e910bb57,0,Give me the Primary KVIs for Snacks and Confectionery in Zone 42.,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,19e04e7b-0b59-4985-940f-1375e910bb57,1,"Call KVI API with {""product-name"" = ""Snacks and Confectionery"", ""location-name"" = ""Zone 42"", type = ""Primary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,1e9a42f8-58ea-4539-a300-e846ce2f128e,0,Can you provide me with a list of Top KVIs for Home Appliances in Zone 260?,User,query,Suriyadeepan Ramamoorthy,NA,KVI
NA,1e9a42f8-58ea-4539-a300-e846ce2f128e,1,"Call KVI API with {""product-name"" = ""Home Appliances"", ""location-name"" = ""Zone 260"", type = ""Primary""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,KVI
NA,228eff02-412a-4694-8819-2b2033a72387,0,What are the products that have had a price change in the last two weeks for Snacks in Zone 15?,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,228eff02-412a-4694-8819-2b2033a72387,1,"Call Cost API with {""product-name"" = ""Snacks"", ""location-name"" = ""Zone 15"", week = ""last 2"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,9e2d78f1-e571-4580-a64c-4222b0309b57,0,Can you give me a list of all items with a cost change in the last month for Beauty and Cosmetics in Zone 35?,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,9e2d78f1-e571-4580-a64c-4222b0309b57,1,"Call Cost API with {""product-name"" = ""Beauty and Cosmetics"", ""location-name"" = ""Zone 35"", week = ""last month"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,ed4bd1e9-edb5-4345-9345-c2f8404d5aed,0,Show me the products with a price change in the last week for Beverages in Zone 20.,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,ed4bd1e9-edb5-4345-9345-c2f8404d5aed,1,"Call Price API with {""product-name"" = ""Beverages"", ""location-name"" = ""Zone 20"", week = ""last week"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,f40fad57-9338-4298-b1d3-2c95c672cf37,0,What are the items with a cost change in the last three weeks for Toys and Games in Zone 450?,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,f40fad57-9338-4298-b1d3-2c95c672cf37,1,"Call Cost API with {""product-name"" = ""Toys and Games"", ""location-name"" = ""Zone 450"", week = ""last 3"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,83f92c86-918a-4724-b572-a7462b8b1de4,0,Can you provide me with a list of all products with a price change in the last four weeks for Frozen Foods in Zone 35?,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,83f92c86-918a-4724-b572-a7462b8b1de4,1,"Call Price API with {""product-name"" = ""Frozen Foods"", ""location-name"" = ""Zone 35"", week = ""last 4"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,026e996e-c4db-4d12-9881-8e417cd246db,0,Show me all items with a cost change in the last two weeks for Home Appliances in Zone 880.,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,026e996e-c4db-4d12-9881-8e417cd246db,1,"Call Cost API with {""product-name"" = ""Home Appliances"", ""location-name"" = ""Zone 880"", week = ""last 2"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,080ee394-ff92-49ae-ac8b-a989cef3ccd1,0,What are the products that have had a price change in the last week for Meat and Poultry in Zone 450?,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,080ee394-ff92-49ae-ac8b-a989cef3ccd1,1,"Call Price API with {""product-name"" = ""Meat and Poultry"", ""location-name"" = ""Zone 450"", week = ""last week"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,bb7833af-8b71-4949-b64a-f3f6e130ea7f,0,Provide me with a list of all items with a cost change in the last month for Personal Care in Zone 15.,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,bb7833af-8b71-4949-b64a-f3f6e130ea7f,1,"Call Cost API with {""product-name"" = ""Personal Care"", ""location-name"" = ""Zone 15"", week = ""last month"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,4f7841cf-2bff-43cd-bac6-3d85cdb343f1,0,Show me the products with a price change in the last three weeks for Office Supplies in Zone 690.,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,4f7841cf-2bff-43cd-bac6-3d85cdb343f1,1,"Call Price API with {""product-name"" = ""Office Supplies"", ""location-name"" = ""Zone 690"", week = ""last 3"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,bbc112a4-fbeb-433e-89ff-06d4b17bbae2,0,What are the items with a cost change in the last five days for Canned Goods in Zone 260?,User,query,Suriyadeepan Ramamoorthy,NA,Price Change
NA,bbc112a4-fbeb-433e-89ff-06d4b17bbae2,1,"Call Cost API with {""product-name"" = ""Canned Goods"", ""location-name"" = ""Zone 260"", week = ""last 5 days"", change = ""Y""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Price Change
NA,0950ba7a-1bcd-4eef-9151-77a11e3cc06e,0,What percentage of our Frozen Foods sales are from promotions in Zone 1?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,0950ba7a-1bcd-4eef-9151-77a11e3cc06e,1,"Call Movement API with {""product-name"" = ""Frozen Foods"", ""location-name"" = ""Zone 1"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Frozen Foods"", ""location-name"" = ""Zone 1"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,b8431d38-749b-4290-bc01-2af02ad00999,0,Can you tell me the percentage of sales from promotions for Dairy in Zone 35 in the last quarter?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,b8431d38-749b-4290-bc01-2af02ad00999,1,"Call Movement API with {""product-name"" = ""Dairy"", ""location-name"" = ""Zone 35"", week = ""last quarter"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Dairy"", ""location-name"" = ""Zone 35"", week = ""last quarter"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,fe9f2e27-cde0-4779-b594-c2a1d2c9e5b7,0,What % of our Meat and Poultry sales come from promotions for the entire year in Zone 1?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,fe9f2e27-cde0-4779-b594-c2a1d2c9e5b7,1,"Call Movement API with {""product-name"" = ""Meat and Poultry"", ""location-name"" = ""Zone 1"", week = ""entire year"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Meat and Poultry"", ""location-name"" = ""Zone 1"", week = ""entire year"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,4cc4b7ec-c01e-4123-8117-6d178ae859ec,0,How much of our sales for Canned Goods in Zone 50 are from promotions in the current quarter?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,4cc4b7ec-c01e-4123-8117-6d178ae859ec,1,"Call Movement API with {""product-name"" = ""Canned Goods"", ""location-name"" = ""Zone 50"", week = ""current quarter"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Canned Goods"", ""location-name"" = ""Zone 50"", week = ""current quarter"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,d68653ff-4f92-4cfe-bc8a-6024ed7706a9,0,What percentage of our Produce sales in Zone 20 are from promotions for the next six months?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,d68653ff-4f92-4cfe-bc8a-6024ed7706a9,1,"Call Movement API with {""product-name"" = ""Produce"", ""location-name"" = ""Zone 20"", week = ""next 6 months"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Produce"", ""location-name"" = ""Zone 20"", week = ""next 6 months"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,ec7b7a9e-7575-44ab-9e26-65fd3bce9708,0,Can you provide me with the percentage of sales from promotions for Bakery products for the first half of the year in Zone 1?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,ec7b7a9e-7575-44ab-9e26-65fd3bce9708,1,"Call Movement API with {""product-name"" = ""Bakery"", ""location-name"" = ""Zone 1"", ""start-date"" = ""01-01-YYYY"", ""end-date"" = ""06-30-YYYY"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Bakery"", ""location-name"" = ""Zone 1"", ""start-date"" = ""01-01-YYYY"", ""end-date"" = ""06-30-YYYY"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,83ecbf70-f84f-403a-85f3-084314775c60,0,What % of our Seafood sales come from promotions in Zone 450 for the last quarter?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,83ecbf70-f84f-403a-85f3-084314775c60,1,"Call Movement API with {""product-name"" = ""Seafood"", ""location-name"" = ""Zone 450"", ""week"" = ""last quarter"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Seafood"", ""location-name"" = ""Zone 450"", ""week"" = ""last quarter"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,ef3232e9-3e82-4b04-b818-34bce14541e5,0,How much of our Deli product sales are from promotions in the current month in Zone 1?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,ef3232e9-3e82-4b04-b818-34bce14541e5,1,"Call Movement API with {""product-name"" = ""Deli"", ""location-name"" = ""Zone 1"", ""week"" = ""current month"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Deli"", ""location-name"" = ""Zone 1"", ""week"" = ""current month"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,51327778-c78b-4d9c-9aac-e0889fd5bb84,0,What percentage of our sales for Snacks and Confectionery are from promotions in the last six months in Zone 710?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,51327778-c78b-4d9c-9aac-e0889fd5bb84,1,"Call Movement API with {""product-name"" = ""Snacks and Confectionery"", ""location-name"" = ""Zone 710"", ""week"" = ""last six months"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Snacks and Confectionery"", ""location-name"" = ""Zone 710"", ""week"" = ""last six months"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,ba3df426-b0f2-48b9-98e7-ea79b239b436,0,Can you tell me the percentage of sales from promotions for Household Supplies in Zone 880 for the next quarter?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,ba3df426-b0f2-48b9-98e7-ea79b239b436,1,"Call Movement API with {""product-name"" = ""Household Supplies"", ""location-name"" = ""Zone 880"", ""week"" = ""next quarter"", metrics = [""sales""]} and Call Movement API with {""product-name"" = ""Household Supplies"", ""location-name"" = ""Zone 880"", ""week"" = ""next quarter"", metrics = [""sales""], ""promo"" = ""Y""} and Call Calculator API with {""operation"" = ""division"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions Percent
NA,f5ec4206-0acd-4c21-8a2e-568f368821d6,0,Give me a comparison of Eye/Ear Care sales for Zone 1000 this year versus last year.,User,query,Suriyadeepan Ramamoorthy,NA,Sales Comparison
NA,f5ec4206-0acd-4c21-8a2e-568f368821d6,1,"Call Movement API with {""product-name"" = ""Eye/Ear Care"", ""location-name"" = ""Zone 1000"", year = ""last 1"", ""location-aggregate-level"" = ""week""} and Call Movement API with {""product-name"" = ""Eye/Ear Care"", ""location-name"" = ""Zone 1000"", year = ""current"", ""location-aggregate-level"" = ""week""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Sales Comparison
NA,9480c889-88f8-45d6-bd33-ac47818c50b6,0,Can you show me the YoY change in sales for Zone 500 Beauty and Cosmetics?,User,query,Suriyadeepan Ramamoorthy,NA,Sales Comparison
NA,9480c889-88f8-45d6-bd33-ac47818c50b6,1,"Call Movement API with {""product-name"" = ""Beauty and Cosmetics"", ""location-name"" = ""Zone 500"", year = ""last 1"", ""location-aggregate-level"" = ""year""} and Call Movement API with {""product-name"" = ""Beauty and Cosmetics"", ""location-name"" = ""Zone 500"", year = ""current"", ""location-aggregate-level"" = ""year""} and Call Calculator API with {""operation"" = ""percentage change"", ""data"" = [Movement API Response 2, Movement API Response 1], ""format"" = ""percent""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Sales Comparison
NA,90d4db60-c13d-4c1f-bc95-3664bd7aeb66,0,Provide me with a comparison of Snacks and Confectionery sales for Zone 150 over the last two years.,User,query,Suriyadeepan Ramamoorthy,NA,Sales Comparison
